id;scene;friendly_name;location;type;x;y;z;renderscene;rendertype;icontype;context;room;game_layout;loc_type;requierements;tooltip
0x08;OOT_BOMBCHU_SHOP;Item 1;OOT Market Bombchu Shop Item 1;shop;412;226;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x09;OOT_BOMBCHU_SHOP;Item 2;OOT Market Bombchu Shop Item 2;shop;342;226;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0a;OOT_BOMBCHU_SHOP;Item 3;OOT Market Bombchu Shop Item 3;shop;412;276;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0b;OOT_BOMBCHU_SHOP;Item 4;OOT Market Bombchu Shop Item 4;shop;342;276;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0c;OOT_BOMBCHU_SHOP;Item 5;OOT Market Bombchu Shop Item 5;shop;644;226;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0d;OOT_BOMBCHU_SHOP;Item 6;OOT Market Bombchu Shop Item 6;shop;574;276;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0e;OOT_BOMBCHU_SHOP;Item 7;OOT Market Bombchu Shop Item 7;shop;644;276;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x0f;OOT_BOMBCHU_SHOP;Item 8;OOT Market Bombchu Shop Item 8;shop;574;226;0;OOT_BOMBCHU_SHOP;shop;render_type;All;0;oot;overworld;;
0x01;OOT_BOTTOM_OF_THE_WELL;Chest;OOT Bottom of the Well Compass;chest;664;349;0;OOT_BOTTOM_OF_THE_WELL;compass;render_type;All;0;oot;dungeon;;
0x02;OOT_BOTTOM_OF_THE_WELL;Under Debris;OOT Bottom of the Well Under Debris;chest;700;399;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x04;OOT_BOTTOM_OF_THE_WELL;Back West;OOT Bottom of the Well Back West;chest;463;74;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x05;OOT_BOTTOM_OF_THE_WELL;East;OOT Bottom of the Well East;chest;867;411;0;OOT_BOTTOM_OF_THE_WELL;small_key;render_type;All;0;oot;dungeon;;
0x08;OOT_BOTTOM_OF_THE_WELL;Front West;OOT Bottom of the Well Front West;chest;632;408;0;OOT_BOTTOM_OF_THE_WELL;small_key;render_type;All;0;oot;dungeon;;
0x09;OOT_BOTTOM_OF_THE_WELL;Underwater;OOT Bottom of the Well Underwater;chest;404;275;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x0c;OOT_BOTTOM_OF_THE_WELL;East Cage;OOT Bottom of the Well East Cage;chest;1019;265;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x0e;OOT_BOTTOM_OF_THE_WELL;Blood;OOT Bottom of the Well Blood Chest;chest;832;350;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x10;OOT_BOTTOM_OF_THE_WELL;Underwater 2;OOT Bottom of the Well Underwater 2;chest;741;512;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x07;OOT_BOTTOM_OF_THE_WELL;Chest;OOT Bottom of the Well Map;chest;841;527;0;OOT_BOTTOM_OF_THE_WELL;map;render_type;All;1;oot;dungeon;;
0x01;OOT_BOTTOM_OF_THE_WELL;Coffin;OOT Bottom of the Well Coffin;collectible;109;293;0;OOT_BOTTOM_OF_THE_WELL;small_key;render_type;All;0;oot;dungeon;;
0x0a;OOT_BOTTOM_OF_THE_WELL;Pits;OOT Bottom of the Well Pits;chest;1029;209;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x03;OOT_BOTTOM_OF_THE_WELL;Lens of Truth;OOT Bottom of the Well Lens;chest;1185;525;0;OOT_BOTTOM_OF_THE_WELL;chest;lens;All;0;oot;dungeon;;
0x14;OOT_BOTTOM_OF_THE_WELL;Lens of Truth - Side;OOT Bottom of the Well Lens Side Chest;chest;1261;525;0;OOT_BOTTOM_OF_THE_WELL;chest;render_type;All;0;oot;dungeon;;
0x48;OOT_BOTTOM_OF_THE_WELL;East Cage;OOT Bottom of the Well GS East Cage;gs;1053;259;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;0;oot;dungeon;;
0x4a;OOT_BOTTOM_OF_THE_WELL;Inner West;OOT Bottom of the Well GS Inner West;gs;658;119;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;0;oot;dungeon;;
0x49;OOT_BOTTOM_OF_THE_WELL;Inner East;OOT Bottom of the Well GS Inner East;gs;782;139;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;0;oot;dungeon;;
0x05;OOT_BOTTOM_OF_THE_WELL;Silver Rupee 1;OOT Bottom of the Well SR 1;sr;203;319;0;OOT_BOTTOM_OF_THE_WELL;sr;render_type;All;1;oot;dungeon;;
0x06;OOT_BOTTOM_OF_THE_WELL;Silver Rupee 2;OOT Bottom of the Well SR 2;sr;351;361;0;OOT_BOTTOM_OF_THE_WELL;sr;render_type;All;1;oot;dungeon;;
0x07;OOT_BOTTOM_OF_THE_WELL;Silver Rupee 3;OOT Bottom of the Well SR 3;sr;389;405;0;OOT_BOTTOM_OF_THE_WELL;sr;render_type;All;1;oot;dungeon;;
0x08;OOT_BOTTOM_OF_THE_WELL;Silver Rupee 4;OOT Bottom of the Well SR 4;sr;447;367;0;OOT_BOTTOM_OF_THE_WELL;sr;render_type;All;1;oot;dungeon;;
0x09;OOT_BOTTOM_OF_THE_WELL;Silver Rupee 5;OOT Bottom of the Well SR 5;sr;492;422;0;OOT_BOTTOM_OF_THE_WELL;sr;render_type;All;1;oot;dungeon;;
0x0016;OOT_BOTTOM_OF_THE_WELL;Main Room 1;OOT Bottom of the Well Pot Main Room 1;pot;493;481;2;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x0017;OOT_BOTTOM_OF_THE_WELL;Main Room 2;OOT Bottom of the Well Pot Main Room 2;pot;493;462;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x0018;OOT_BOTTOM_OF_THE_WELL;Main Room 3;OOT Bottom of the Well Pot Main Room 3;pot;493;444;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x001a;OOT_BOTTOM_OF_THE_WELL;Main Room 4;OOT Bottom of the Well Pot Main Room 4;pot;739;560;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x001b;OOT_BOTTOM_OF_THE_WELL;Main Room 5;OOT Bottom of the Well Pot Main Room 5;pot;761;560;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x001d;OOT_BOTTOM_OF_THE_WELL;Main Room - Underwater;OOT Bottom of the Well Pot Main Room Underwater;pot;733;54;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x012c;OOT_BOTTOM_OF_THE_WELL;Basement 1;OOT Bottom of the Well Pot Basement 01;pot;552;293;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x012d;OOT_BOTTOM_OF_THE_WELL;Basement 2;OOT Bottom of the Well Pot Basement 02;pot;608;313;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x012e;OOT_BOTTOM_OF_THE_WELL;Basement 3;OOT Bottom of the Well Pot Basement 03;pot;658;176;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x012f;OOT_BOTTOM_OF_THE_WELL;Basement 4;OOT Bottom of the Well Pot Basement 04;pot;740;160;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0130;OOT_BOTTOM_OF_THE_WELL;Basement 5;OOT Bottom of the Well Pot Basement 05;pot;692;193;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0131;OOT_BOTTOM_OF_THE_WELL;Basement 6;OOT Bottom of the Well Pot Basement 06;pot;772;154;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0132;OOT_BOTTOM_OF_THE_WELL;Basement 7;OOT Bottom of the Well Pot Basement 07;pot;740;129;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0133;OOT_BOTTOM_OF_THE_WELL;Basement 8;OOT Bottom of the Well Pot Basement 08;pot;739;143;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0134;OOT_BOTTOM_OF_THE_WELL;Basement 9;OOT Bottom of the Well Pot Basement 09;pot;673;194;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0135;OOT_BOTTOM_OF_THE_WELL;Basement 10;OOT Bottom of the Well Pot Basement 10;pot;757;156;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0136;OOT_BOTTOM_OF_THE_WELL;Basement 11;OOT Bottom of the Well Pot Basement 11;pot;655;192;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0137;OOT_BOTTOM_OF_THE_WELL;Basement 12;OOT Bottom of the Well Pot Basement 12;pot;665;163;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;1;oot;dungeon;;
0x0306;OOT_BOTTOM_OF_THE_WELL;Side Room;OOT Bottom of the Well Pot Side Room;pot;972;128;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x0602;OOT_BOTTOM_OF_THE_WELL;Flying Pot 1;OOT Bottom of the Well Flying Pot 1;pot;679;145;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x0603;OOT_BOTTOM_OF_THE_WELL;Flying Pot 2;OOT Bottom of the Well Flying Pot 2;pot;638;145;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x0604;OOT_BOTTOM_OF_THE_WELL;Flying Pot 3;OOT Bottom of the Well Flying Pot 3;pot;658;145;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot;dungeon;;
0x00101;OOT_BOTTOM_OF_THE_WELL;Grass 1;OOT Bottom of the Well Grass 01;grass;321;111;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00102;OOT_BOTTOM_OF_THE_WELL;Grass 2;OOT Bottom of the Well Grass 02;grass;318;128;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00103;OOT_BOTTOM_OF_THE_WELL;Grass 3;OOT Bottom of the Well Grass 03;grass;317;145;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00104;OOT_BOTTOM_OF_THE_WELL;Grass 4;OOT Bottom of the Well Grass 04;grass;317;186;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00105;OOT_BOTTOM_OF_THE_WELL;Grass 5;OOT Bottom of the Well Grass 05;grass;332;157;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00106;OOT_BOTTOM_OF_THE_WELL;Grass 6;OOT Bottom of the Well Grass 06;grass;342;109;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00107;OOT_BOTTOM_OF_THE_WELL;Grass 7;OOT Bottom of the Well Grass 07;grass;343;126;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00108;OOT_BOTTOM_OF_THE_WELL;Grass 8;OOT Bottom of the Well Grass 08;grass;326;210;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x00109;OOT_BOTTOM_OF_THE_WELL;Grass 9;OOT Bottom of the Well Grass 09;grass;344;142;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x0010a;OOT_BOTTOM_OF_THE_WELL;Grass 10;OOT Bottom of the Well Grass 10;grass;387;302;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x0010b;OOT_BOTTOM_OF_THE_WELL;Grass 11;OOT Bottom of the Well Grass 11;grass;406;298;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x0010c;OOT_BOTTOM_OF_THE_WELL;Grass 12;OOT Bottom of the Well Grass 12;grass;410;282;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;1;oot;dungeon;;
0x0011a;OOT_BOTTOM_OF_THE_WELL;Rupee 1;OOT Bottom of the Well Rupee 1;rupee;597;229;0;OOT_BOTTOM_OF_THE_WELL;rupee;render_type;All;1;oot;dungeon;;
0x0011b;OOT_BOTTOM_OF_THE_WELL;Rupee 2;OOT Bottom of the Well Rupee 2;rupee;616;241;0;OOT_BOTTOM_OF_THE_WELL;rupee;render_type;All;1;oot;dungeon;;
0x0011c;OOT_BOTTOM_OF_THE_WELL;Rupee 3;OOT Bottom of the Well Rupee 3;rupee;611;257;0;OOT_BOTTOM_OF_THE_WELL;rupee;render_type;All;1;oot;dungeon;;
0x0011d;OOT_BOTTOM_OF_THE_WELL;Rupee 4;OOT Bottom of the Well Rupee 4;rupee;561;245;0;OOT_BOTTOM_OF_THE_WELL;rupee;render_type;All;1;oot;dungeon;;
0x0011e;OOT_BOTTOM_OF_THE_WELL;Rupee 5;OOT Bottom of the Well Rupee 5;rupee;575;222;0;OOT_BOTTOM_OF_THE_WELL;rupee;render_type;All;1;oot;dungeon;;
0x0020d;OOT_BOTTOM_OF_THE_WELL;Heart 1;OOT Bottom of the Well Heart 1;heart;213;293;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot;dungeon;;
0x0020e;OOT_BOTTOM_OF_THE_WELL;Heart 2;OOT Bottom of the Well Heart 2;heart;163;233;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot;dungeon;;
0x00113;OOT_BOTTOM_OF_THE_WELL;Basement;OOT Bottom of the Well Basement Big Fairy;fairy_spot;753;100;0;OOT_BOTTOM_OF_THE_WELL;fairy_spot;render_type;All;1;oot;dungeon;;
0x03;OOT_BOTTOM_OF_THE_WELL;Chest;OOT MQ Bottom of the Well Map Chest;chest;743;248;0;OOT_BOTTOM_OF_THE_WELL;map;render_type;All;0;oot_mq;dungeon;;
0x02;OOT_BOTTOM_OF_THE_WELL;Chest;OOT MQ Bottom of the Well Compass Chest;chest;1194;503;0;OOT_BOTTOM_OF_THE_WELL;compass;render_type;All;0;oot_mq;dungeon;;
0x01;OOT_BOTTOM_OF_THE_WELL;Lens of Truth;OOT MQ Bottom of the Well Lens Chest;chest;853;513;0;OOT_BOTTOM_OF_THE_WELL;chest;lens;All;1;oot_mq;dungeon;;
0x02;OOT_BOTTOM_OF_THE_WELL;Dead Hand;OOT MQ Bottom of the Well Dead Hand Key;collectible;1268;450;0;OOT_BOTTOM_OF_THE_WELL;small_key;render_type;All;0;oot_mq;dungeon;;
0x01;OOT_BOTTOM_OF_THE_WELL;East Middle Room;OOT MQ Bottom of the Well East Middle Room Key;collectible;793;142;0;OOT_BOTTOM_OF_THE_WELL;small_key;render_type;All;0;oot_mq;dungeon;;
0x48;OOT_BOTTOM_OF_THE_WELL;Basement;OOT MQ Bottom of the Well GS Basement;gs;337;107;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;1;oot_mq;dungeon;;
0x49;OOT_BOTTOM_OF_THE_WELL;West Middle Room;OOT MQ Bottom of the Well GS West Middle Room;gs;664;166;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;0;oot_mq;dungeon;;
0x4a;OOT_BOTTOM_OF_THE_WELL;Coffin Room;OOT MQ Bottom of the Well GS Coffin Room;gs;66;218;0;OOT_BOTTOM_OF_THE_WELL;gs;render_type;All;0;oot_mq;dungeon;;
0x0028;OOT_BOTTOM_OF_THE_WELL;Lobby Cage 1;OOT MQ Bottom of the Well Pot Lobby Cage 1;pot;833;360;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x002a;OOT_BOTTOM_OF_THE_WELL;Lobby Cage 2;OOT MQ Bottom of the Well Pot Lobby Cage 2;pot;853;360;1;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x002c;OOT_BOTTOM_OF_THE_WELL;Lobby Cage 3;OOT MQ Bottom of the Well Pot Lobby Cage 3;pot;813;360;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x002e;OOT_BOTTOM_OF_THE_WELL;Lobby Alcove;OOT MQ Bottom of the Well Pot Lobby Alcove;pot;858;411;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x0506;OOT_BOTTOM_OF_THE_WELL;Side Room 1;OOT MQ Bottom of the Well Pot Side Room 1;pot;825;135;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x0507;OOT_BOTTOM_OF_THE_WELL;Side Room 2;OOT MQ Bottom of the Well Pot Side Room 2;pot;859;136;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x0508;OOT_BOTTOM_OF_THE_WELL;Side Room 3;OOT MQ Bottom of the Well Pot Side Room 3;pot;859;164;0;OOT_BOTTOM_OF_THE_WELL;pot;render_type;All;0;oot_mq;dungeon;;
0x00400;OOT_BOTTOM_OF_THE_WELL;Dead-Hand 1;OOT MQ Bottom of the Well Grass Dead-Hand 1;grass;1231;440;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;0;oot_mq;dungeon;;
0x00401;OOT_BOTTOM_OF_THE_WELL;Dead-Hand 2;OOT MQ Bottom of the Well Grass Dead-Hand 2;grass;1238;457;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;0;oot_mq;dungeon;;
0x00402;OOT_BOTTOM_OF_THE_WELL;Dead-Hand 3;OOT MQ Bottom of the Well Grass Dead-Hand 3;grass;1249;472;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;0;oot_mq;dungeon;;
0x00403;OOT_BOTTOM_OF_THE_WELL;Dead-Hand 4;OOT MQ Bottom of the Well Grass Dead-Hand 4;grass;1268;472;0;OOT_BOTTOM_OF_THE_WELL;grass;render_type;All;0;oot_mq;dungeon;;
0x0000d;OOT_BOTTOM_OF_THE_WELL;Lobby Cage;OOT MQ Bottom of the Well Lobby Cage Big Fairy;fairy_spot;832;335;0;OOT_BOTTOM_OF_THE_WELL;fairy_spot;render_type;All;0;oot_mq;dungeon;;
0x00111;OOT_BOTTOM_OF_THE_WELL;Basement;OOT MQ Bottom of the Well Basement Big Fairy;fairy_spot;755;113;0;OOT_BOTTOM_OF_THE_WELL;fairy_spot;render_type;All;1;oot_mq;dungeon;;
0x00024;OOT_BOTTOM_OF_THE_WELL;Main Room 1;OOT MQ Bottom of the Well Heart Main Room 1;heart;702;389;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot_mq;dungeon;;
0x00025;OOT_BOTTOM_OF_THE_WELL;Main Room 2;OOT MQ Bottom of the Well Heart Main Room 2;heart;702;406;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot_mq;dungeon;;
0x0011b;OOT_BOTTOM_OF_THE_WELL;Basement 1;OOT MQ Bottom of the Well Heart Basement 1;heart;890;174;1;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;1;oot_mq;dungeon;;
0x0011c;OOT_BOTTOM_OF_THE_WELL;Basement 2;OOT MQ Bottom of the Well Heart Basement 2;heart;876;159;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;1;oot_mq;dungeon;;
0x0011d;OOT_BOTTOM_OF_THE_WELL;Basement 3;OOT MQ Bottom of the Well Heart Basement 3;heart;899;158;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;1;oot_mq;dungeon;;
0x0020a;OOT_BOTTOM_OF_THE_WELL;Coffin 1;OOT MQ Bottom of the Well Heart Coffin 1;heart;215;230;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot_mq;dungeon;;
0x0020b;OOT_BOTTOM_OF_THE_WELL;Coffin 2;OOT MQ Bottom of the Well Heart Coffin 2;heart;162;294;0;OOT_BOTTOM_OF_THE_WELL;heart;render_type;All;0;oot_mq;dungeon;;
0x00005;OOT_BOTTOM_OF_THE_WELL;Main Room Left 1;OOT MQ Bottom of the Well Wonder Item Main Room Left 1;wonder;583;37;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00006;OOT_BOTTOM_OF_THE_WELL;Main Room Left 2;OOT MQ Bottom of the Well Wonder Item Main Room Left 2;wonder;584;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00008;OOT_BOTTOM_OF_THE_WELL;Main Room Left 3;OOT MQ Bottom of the Well Wonder Item Main Room Left 3;wonder;601;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x0000a;OOT_BOTTOM_OF_THE_WELL;Main Room Left 4;OOT MQ Bottom of the Well Wonder Item Main Room Left 4;wonder;565;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00007;OOT_BOTTOM_OF_THE_WELL;Main Room Right 1;OOT MQ Bottom of the Well Wonder Item Main Room Right 1;wonder;910;38;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00009;OOT_BOTTOM_OF_THE_WELL;Main Room Right 2;OOT MQ Bottom of the Well Wonder Item Main Room Right 2;wonder;927;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x0000b;OOT_BOTTOM_OF_THE_WELL;Main Room Right 3;OOT MQ Bottom of the Well Wonder Item Main Room Right 3;wonder;910;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x0000c;OOT_BOTTOM_OF_THE_WELL;Main Room Right 4;OOT MQ Bottom of the Well Wonder Item Main Room Right 4;wonder;892;54;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00500;OOT_BOTTOM_OF_THE_WELL;Side Room 1;OOT MQ Bottom of the Well Wonder Item Side Room 1;wonder;795;109;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00501;OOT_BOTTOM_OF_THE_WELL;Side Room 2;OOT MQ Bottom of the Well Wonder Item Side Room 2;wonder;812;124;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00502;OOT_BOTTOM_OF_THE_WELL;Side Room 3;OOT MQ Bottom of the Well Wonder Item Side Room 3;wonder;778;124;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
0x00503;OOT_BOTTOM_OF_THE_WELL;Side Room 4;OOT MQ Bottom of the Well Wonder Item Side Room 4;wonder;795;125;0;OOT_BOTTOM_OF_THE_WELL;wonder;render_type;All;0;oot_mq;dungeon;;
