id;scene;friendly_name;location;type;x;y;z;renderscene;rendertype;icontype;context;room;game_layout;loc_type;requierements;tooltip
0x030c;MM_BENEATH_THE_GRAVEYARD;After Pit 4;MM Beneath The Graveyard Pot Night 2 After Pit 4;pot;132;194;0;MM_BENEATH_THE_GRAVEYARD;pot;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x0309;MM_BENEATH_THE_GRAVEYARD;Before Pit 1;MM Beneath The Graveyard Pot Night 2 Before Pit 1;pot;331;122;0;MM_BENEATH_THE_GRAVEYARD;pot;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x030a;MM_BENEATH_THE_GRAVEYARD;Before Pit 2;MM Beneath The Graveyard Pot Night 2 Before Pit 2;pot;341;134;0;MM_BENEATH_THE_GRAVEYARD;pot;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x0006;MM_BENEATH_THE_GRAVEYARD;Early 3;MM Beneath The Graveyard Pot Night 2 Early;pot;325;320;2;MM_BENEATH_THE_GRAVEYARD;pot;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x00000;MM_BENEATH_THE_GRAVEYARD;Rupee 1;MM Beneath The Graveyard Rupee 1;rupee;341;314;1;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x10000;MM_BENEATH_THE_GRAVEYARD;Rupee 2;MM Beneath The Graveyard Rupee 2;rupee;355;305;1;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x20000;MM_BENEATH_THE_GRAVEYARD;Rupee 3;MM Beneath The Graveyard Rupee 3;rupee;355;291;0;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x30000;MM_BENEATH_THE_GRAVEYARD;Rupee 4;MM Beneath The Graveyard Rupee 4;rupee;341;284;0;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x40000;MM_BENEATH_THE_GRAVEYARD;Rupee 5;MM Beneath The Graveyard Rupee 5;rupee;327;291;0;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x50000;MM_BENEATH_THE_GRAVEYARD;Rupee 6;MM Beneath The Graveyard Rupee 6;rupee;327;305;0;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x60000;MM_BENEATH_THE_GRAVEYARD;Rupee 7;MM Beneath The Graveyard Rupee 7;rupee;341;299;0;MM_BENEATH_THE_GRAVEYARD;rupee;render_type;All;0;all;overworld;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
SONG_STORMS;MM_BENEATH_THE_GRAVEYARD;Song of Storms;MM Beneath The Graveyard Song of Storms;npc;902;492;0;MM_BENEATH_THE_GRAVEYARD;song;render_type;All;0;all;overworld;Din's fire (MM) / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of Iron Knuckles (MM), Soul of Composer Bros. (MM), Clock (Night 1) / Clock (Night 2) + Bunny Hood (MM) + Hover Boots (MM);Defeat the <b>Iron Knuckle</b>
0x17;MM_BENEATH_THE_WELL;Cow;MM Beneath The Well Cow;cow;1313;914;0;MM_BENEATH_THE_WELL;cow;render_type;All;0;all;dungeon;Hot Spring Water, Fairy Ocarina / Ocarina of Time, Epona's Song (MM), C-Up + C-Left + C-Right buttons (MM), Soul of Cows (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;Play <b>Epona's Song</b> next to the cow
0x00b04;MM_BENEATH_THE_WELL;Fairy 1;MM Beneath The Well Fairy Fountain Fairy 1;fairy;622;100;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x10b04;MM_BENEATH_THE_WELL;Fairy 2;MM Beneath The Well Fairy Fountain Fairy 2;fairy;637;95;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x20b04;MM_BENEATH_THE_WELL;Fairy 3;MM Beneath The Well Fairy Fountain Fairy 3;fairy;607;94;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x30b04;MM_BENEATH_THE_WELL;Fairy 4;MM Beneath The Well Fairy Fountain Fairy 4;fairy;622;82;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x40b04;MM_BENEATH_THE_WELL;Fairy 5;MM Beneath The Well Fairy Fountain Fairy 5;fairy;640;80;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x50b04;MM_BENEATH_THE_WELL;Fairy 6;MM Beneath The Well Fairy Fountain Fairy 6;fairy;604;80;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x60b04;MM_BENEATH_THE_WELL;Fairy 7;MM Beneath The Well Fairy Fountain Fairy 7;fairy;629;67;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x70b04;MM_BENEATH_THE_WELL;Fairy 8;MM Beneath The Well Fairy Fountain Fairy 8;fairy;612;67;0;MM_BENEATH_THE_WELL;fairy;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00309;MM_BENEATH_THE_WELL;Before Poe 1;MM Beneath The Well Grass Before Poe 1;grass;1082;1006;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030a;MM_BENEATH_THE_WELL;Before Poe 2;MM Beneath The Well Grass Before Poe 2;grass;1077;1017;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030b;MM_BENEATH_THE_WELL;Before Poe 3;MM Beneath The Well Grass Before Poe 3;grass;1067;1010;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030c;MM_BENEATH_THE_WELL;Before Poe 4;MM Beneath The Well Grass Before Poe 4;grass;1059;996;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00906;MM_BENEATH_THE_WELL;Cow 1;MM Beneath The Well Grass Cow 1;grass;1318;935;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00907;MM_BENEATH_THE_WELL;Cow 2;MM Beneath The Well Grass Cow 2;grass;1303;928;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00908;MM_BENEATH_THE_WELL;Cow 3;MM Beneath The Well Grass Cow 3;grass;1294;915;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00516;MM_BENEATH_THE_WELL;Left Side 1;MM Beneath The Well Grass Left Side 1;grass;543;538;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00517;MM_BENEATH_THE_WELL;Left Side 2;MM Beneath The Well Grass Left Side 2;grass;536;558;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00713;MM_BENEATH_THE_WELL;Near End 1;MM Beneath The Well Grass Near End 1;grass;832;537;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00714;MM_BENEATH_THE_WELL;Near End 2;MM Beneath The Well Grass Near End 2;grass;830;550;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00715;MM_BENEATH_THE_WELL;Near End 3;MM Beneath The Well Grass Near End 3;grass;819;557;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00716;MM_BENEATH_THE_WELL;Near End 4;MM Beneath The Well Grass Near End 4;grass;819;531;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00717;MM_BENEATH_THE_WELL;Near End 5;MM Beneath The Well Grass Near End 5;grass;809;540;0;MM_BENEATH_THE_WELL;grass;render_type;All;0;all;dungeon;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x02;MM_BENEATH_THE_WELL;Keese;MM Beneath The Well Keese Chest;chest;842;452;0;MM_BENEATH_THE_WELL;chest;render_type;All;0;all;dungeon;Bugs, Soul of Keeses (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;Defeat all the <b>Keeses</b>
0x1b;MM_BENEATH_THE_WELL;Mirror Shield;MM Beneath The Well Mirror Shield;chest;1086;431;0;MM_BENEATH_THE_WELL;chest;mirror_mm;All;0;all;dungeon;Milk, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;Light up the two torches
0x0c05;MM_BENEATH_THE_WELL;Big Poe 1;MM Beneath The Well Pot Big Poe 1;pot;1167;738;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;10 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c06;MM_BENEATH_THE_WELL;Big Poe 2;MM Beneath The Well Pot Big Poe 2;pot;1163;603;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;11 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c07;MM_BENEATH_THE_WELL;Big Poe 3;MM Beneath The Well Pot Big Poe 3;pot;1019;738;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;12 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c08;MM_BENEATH_THE_WELL;Big Poe 4;MM Beneath The Well Pot Big Poe 4;pot;1016;603;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;13 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0511;MM_BENEATH_THE_WELL;Left Side 1;MM Beneath The Well Pot Left Side 1;pot;710;530;1;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0512;MM_BENEATH_THE_WELL;Left Side 2;MM Beneath The Well Pot Left Side 2;pot;710;550;3;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0513;MM_BENEATH_THE_WELL;Left Side 3;MM Beneath The Well Pot Left Side 3;pot;710;520;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0514;MM_BENEATH_THE_WELL;Left Side 4;MM Beneath The Well Pot Left Side 4;pot;710;560;4;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0515;MM_BENEATH_THE_WELL;Left Side 5;MM Beneath The Well Pot Left Side 5;pot;710;540;2;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x060e;MM_BENEATH_THE_WELL;Middle 1;MM Beneath The Well Pot Middle 01;pot;921;750;9;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x060f;MM_BENEATH_THE_WELL;Middle 2;MM Beneath The Well Pot Middle 02;pot;921;740;8;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0610;MM_BENEATH_THE_WELL;Middle 3;MM Beneath The Well Pot Middle 03;pot;921;730;7;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0611;MM_BENEATH_THE_WELL;Middle 4;MM Beneath The Well Pot Middle 04;pot;921;720;6;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0612;MM_BENEATH_THE_WELL;Middle 5;MM Beneath The Well Pot Middle 05;pot;921;710;5;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0613;MM_BENEATH_THE_WELL;Middle 6;MM Beneath The Well Pot Middle 06;pot;921;700;4;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0614;MM_BENEATH_THE_WELL;Middle 7;MM Beneath The Well Pot Middle 07;pot;921;690;3;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0615;MM_BENEATH_THE_WELL;Middle 8;MM Beneath The Well Pot Middle 08;pot;921;680;2;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0616;MM_BENEATH_THE_WELL;Middle 9;MM Beneath The Well Pot Middle 09;pot;921;670;1;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0617;MM_BENEATH_THE_WELL;Middle 10;MM Beneath The Well Pot Middle 10;pot;921;660;0;MM_BENEATH_THE_WELL;pot;render_type;All;0;all;dungeon;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x01;MM_BENEATH_THE_WELL;Skulltulla;MM Beneath The Well Skulltulla Chest;chest;715;719;0;MM_BENEATH_THE_WELL;chest;render_type;All;0;all;dungeon;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00903;MM_BENEATH_THE_WELL;Tree;MM Beneath The Well Tree;tree;1322;949;0;MM_BENEATH_THE_WELL;tree;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00901;MM_BENEATH_THE_WELL;Bush 1;MM Beneath The Well Bush 1;bush;1303;951;0;MM_BENEATH_THE_WELL;bush;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00902;MM_BENEATH_THE_WELL;Bush 2;MM Beneath The Well Bush 2;bush;1303;900;0;MM_BENEATH_THE_WELL;bush;render_type;All;0;all;dungeon;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
SWORD_GILDED;MM_BLACKSMITH;Gilded Sword;MM Blacksmith Gilded Sword;npc;543;204;0;MM_BLACKSMITH;sword;gilded;All;0;all;overworld;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of Blacksmiths;Give the <b>Gold Dust</b> to <b>Zubora</b>
0x10004;MM_BLACKSMITH;Potted Plant 1;MM Blacksmith Potted Plant 1 Grass;grass;687;294;1;MM_BLACKSMITH;grass;render_type;All;0;all;overworld;Clock (Night 1) / Clock (Night 2) / Clock (Night 3);The potted plant can be found inside the Blacksmith's house during the night
0x00004;MM_BLACKSMITH;Potted Plant 1;MM Blacksmith Potted Plant 1 Pot;pot;687;308;0;MM_BLACKSMITH;pot;render_type;All;0;all;overworld;Clock (Night 1) / Clock (Night 2) / Clock (Night 3);The potted plant can be found inside the Blacksmith's house during the night
0x10008;MM_BLACKSMITH;Potted Plant 2;MM Blacksmith Potted Plant 2 Grass;grass;690;379;1;MM_BLACKSMITH;grass;render_type;All;0;all;overworld;Clock (Night 1) / Clock (Night 2) / Clock (Night 3);The potted plant can be found inside the Blacksmith's house during the night
0x00008;MM_BLACKSMITH;Potted Plant 2;MM Blacksmith Potted Plant 2 Pot;pot;690;395;0;MM_BLACKSMITH;pot;render_type;All;0;all;overworld;Clock (Night 1) / Clock (Night 2) / Clock (Night 3);The potted plant can be found inside the Blacksmith's house during the night
SWORD_RAZOR;MM_BLACKSMITH;Razor Blade;MM Blacksmith Razor Blade;npc;394;309;0;MM_BLACKSMITH;sword;razor;All;0;all;overworld;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of Blacksmiths;Pay <b>100</b> rupees to get the sword upgrade
0x02;MM_BOMB_SHOP;Bomb Bag;MM Bomb Shop Bomb Bag;shop;489;290;0;MM_BOMB_SHOP;shop;bomb_bag;All;0;all;overworld;Soul of Citizens (MM);
0x03;MM_BOMB_SHOP;Large Bomb Bag;MM Bomb Shop Bomb Bag 2;shop;521;295;0;MM_BOMB_SHOP;shop;big_bomb;All;0;all;overworld;Clock (Night 1), Soul of Citizens (MM);Save the old lady from being robbed by <b>Sakon</b> in <b>North Clock Town</b> at 12AM on first night
0x00;MM_BOMB_SHOP;Item 1;MM Bomb Shop Item 1;shop;424;281;0;MM_BOMB_SHOP;shop;render_type;All;0;all;overworld;Soul of Citizens (MM);
0x01;MM_BOMB_SHOP;Item 2;MM Bomb Shop Item 2;shop;455;286;0;MM_BOMB_SHOP;shop;render_type;All;0;all;overworld;Soul of Citizens (MM);
0x00020;MM_CASTLE_IKANA;Grass 1;MM Ancient Castle of Ikana Grass 01;grass;692;175;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00021;MM_CASTLE_IKANA;Grass 2;MM Ancient Castle of Ikana Grass 02;grass;671;165;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00022;MM_CASTLE_IKANA;Grass 3;MM Ancient Castle of Ikana Grass 03;grass;691;152;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00023;MM_CASTLE_IKANA;Grass 4;MM Ancient Castle of Ikana Grass 04;grass;682;220;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00024;MM_CASTLE_IKANA;Grass 5;MM Ancient Castle of Ikana Grass 05;grass;683;296;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00025;MM_CASTLE_IKANA;Grass 6;MM Ancient Castle of Ikana Grass 06;grass;527;358;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00026;MM_CASTLE_IKANA;Grass 7;MM Ancient Castle of Ikana Grass 07;grass;527;376;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00027;MM_CASTLE_IKANA;Grass 8;MM Ancient Castle of Ikana Grass 08;grass;545;358;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00028;MM_CASTLE_IKANA;Grass 9;MM Ancient Castle of Ikana Grass 09;grass;273;215;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x00029;MM_CASTLE_IKANA;Grass 10;MM Ancient Castle of Ikana Grass 10;grass;215;40;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x0002a;MM_CASTLE_IKANA;Grass 11;MM Ancient Castle of Ikana Grass 11;grass;214;59;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x0002b;MM_CASTLE_IKANA;Grass 12;MM Ancient Castle of Ikana Grass 12;grass;239;40;0;MM_CASTLE_IKANA;grass;render_type;All;0;all;dungeon;;
0x0a;MM_CASTLE_IKANA;Pillar;MM Ancient Castle of Ikana HP;collectible;249;19;0;MM_CASTLE_IKANA;heart_piece;render_type;All;0;all;dungeon;Deku Mask;Shoot the crystal switch and use the deku flowers to reach the last pillar
0x0107;MM_CASTLE_IKANA;Entrance 1;MM Ancient Castle of Ikana Pot Entrance 1;pot;447;588;0;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;;
0x0108;MM_CASTLE_IKANA;Entrance 2;MM Ancient Castle of Ikana Pot Entrance 2;pot;505;588;0;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;;
0x001e;MM_CASTLE_IKANA;Exterior;MM Ancient Castle of Ikana Pot Exterior;pot;719;65;0;MM_CASTLE_IKANA;pot;render_type;All;0;all;dungeon;;
0x0208;MM_CASTLE_IKANA;Left - First Room 1;MM Ancient Castle of Ikana Pot Left First Room 1;pot;373;496;0;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x0209;MM_CASTLE_IKANA;Left - First Room 2;MM Ancient Castle of Ikana Pot Left First Room 2;pot;373;528;0;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x040b;MM_CASTLE_IKANA;Left - Second Room 1;MM Ancient Castle of Ikana Pot Left Second Room 1;pot;401;200;0;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;Deku Mask;
0x040c;MM_CASTLE_IKANA;Left - Second Room 2;MM Ancient Castle of Ikana Pot Left Second Room 2;pot;401;230;2;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;Deku Mask;
0x040d;MM_CASTLE_IKANA;Left - Second Room 3;MM Ancient Castle of Ikana Pot Left Second Room 3;pot;401;220;1;MM_CASTLE_IKANA;pot;render_type;All;1;all;dungeon;Deku Mask;
